id;parent_id;person_type;name;begin;end;wiki_url
de.05774040;de.05774;Stadt;Bad Wünnenberg;;;Bad_Wünnenberg
de.05800000;de.05;Regionalverband;Regionalverband Ruhr (RVR);;;Regionalverband_Ruhr_(RVR)
de.05911000;de.059;kreisfreie Stadt;Bochum;;;Bochum
de.05913000;de.059;kreisfreie Stadt;Dortmund;;;Dortmund
de.05914000;de.059;kreisfreie Stadt;Hagen;;;Hagen
de.05915000;de.059;kreisfreie Stadt;Hamm;;;Hamm
de.05916000;de.059;kreisfreie Stadt;Herne;;;Herne
de.05954001;de.05954;Kreisverwaltung;Ennepe-Ruhr-Kreis;;;Kreisverwaltung_Ennepe-Ruhr-Kreis
de.05954004;de.05954;Stadt;Breckerfeld;;;Breckerfeld
de.05954008;de.05954;Stadt;Ennepetal;;;Ennepetal
de.05954012;de.05954;Stadt;Gevelsberg;;;Gevelsberg
de.05954016;de.05954;Stadt;Hattingen;;;Hattingen
